id,font_name,family_name,foundry,country,style,weight,optical_size,width,google_equivalent,serif_angle,contrast,x_height_ratio,stroke_width,geometric_index
81251,Bradford Micro Expanded Bold,Bradford,Lineto,"Zurich, Switzerland",Serif,Bold 700,Micro,Expanded,Merriweather,0.85,0.8,0.7,0.85,0.72
81252,Bradford Micro Expanded Bold Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Bold 700,Micro,Expanded,Merriweather,0.85,0.8,0.7,0.85,0.72
81253,Bradford Micro ExtraBold,Bradford,Lineto,"Zurich, Switzerland",Serif,ExtraBold 800,Micro,Normal,Merriweather,0.85,0.8,0.7,0.85,0.72
81254,Bradford Micro ExtraBold Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,ExtraBold 800,Micro,Normal,Merriweather,0.85,0.8,0.7,0.85,0.72
81255,Bradford Micro Condensed ExtraBold,Bradford,Lineto,"Zurich, Switzerland",Serif,ExtraBold 800,Micro,Condensed,Merriweather,0.85,0.8,0.7,0.85,0.45
81256,Bradford Micro Condensed ExtraBold Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,ExtraBold 800,Micro,Condensed,Merriweather,0.85,0.8,0.7,0.85,0.45
81257,Bradford Micro Expanded ExtraBold,Bradford,Lineto,"Zurich, Switzerland",Serif,ExtraBold 800,Micro,Expanded,Merriweather,0.85,0.8,0.7,0.85,0.72
81258,Bradford Micro Expanded ExtraBold Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,ExtraBold 800,Micro,Expanded,Merriweather,0.85,0.8,0.7,0.85,0.72
81259,Bradford Micro Black,Bradford,Lineto,"Zurich, Switzerland",Serif,Black 900,Micro,Normal,Merriweather,0.85,0.8,0.7,0.85,0.72
81260,Bradford Micro Black Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Black 900,Micro,Normal,Merriweather,0.85,0.8,0.7,0.85,0.72
81261,Bradford Micro Condensed Black,Bradford,Lineto,"Zurich, Switzerland",Serif,Black 900,Micro,Condensed,Merriweather,0.85,0.8,0.7,0.85,0.45
81262,Bradford Micro Condensed Black Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Black 900,Micro,Condensed,Merriweather,0.85,0.8,0.7,0.85,0.45
81263,Bradford Micro Expanded Black,Bradford,Lineto,"Zurich, Switzerland",Serif,Black 900,Micro,Expanded,Merriweather,0.85,0.8,0.7,0.85,0.72
81264,Bradford Micro Expanded Black Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Black 900,Micro,Expanded,Merriweather,0.85,0.8,0.7,0.85,0.72
81265,Bradford Deck Thin,Bradford,Lineto,"Zurich, Switzerland",Serif,Thin 100,Deck,Normal,Merriweather,0.85,0.8,0.58,0.15,0.72
81266,Bradford Deck Thin Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Thin 100,Deck,Normal,Merriweather,0.85,0.8,0.58,0.15,0.72
81267,Bradford Deck Condensed Thin,Bradford,Lineto,"Zurich, Switzerland",Serif,Thin 100,Deck,Condensed,Merriweather,0.85,0.8,0.58,0.15,0.45
81268,Bradford Deck Condensed Thin Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Thin 100,Deck,Condensed,Merriweather,0.85,0.8,0.58,0.15,0.45
81269,Bradford Deck Expanded Thin,Bradford,Lineto,"Zurich, Switzerland",Serif,Thin 100,Deck,Expanded,Merriweather,0.85,0.8,0.58,0.15,0.72
81270,Bradford Deck Expanded Thin Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Thin 100,Deck,Expanded,Merriweather,0.85,0.8,0.58,0.15,0.72
81271,Bradford Deck Light,Bradford,Lineto,"Zurich, Switzerland",Serif,Light 300,Deck,Normal,Merriweather,0.85,0.8,0.58,0.15,0.72
81272,Bradford Deck Light Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Light 300,Deck,Normal,Merriweather,0.85,0.8,0.58,0.15,0.72
81273,Bradford Deck Condensed Light,Bradford,Lineto,"Zurich, Switzerland",Serif,Light 300,Deck,Condensed,Merriweather,0.85,0.8,0.58,0.15,0.45
81274,Bradford Deck Condensed Light Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Light 300,Deck,Condensed,Merriweather,0.85,0.8,0.58,0.15,0.45
81275,Bradford Deck Expanded Light,Bradford,Lineto,"Zurich, Switzerland",Serif,Light 300,Deck,Expanded,Merriweather,0.85,0.8,0.58,0.15,0.72
81276,Bradford Deck Expanded Light Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Light 300,Deck,Expanded,Merriweather,0.85,0.8,0.58,0.15,0.72
81277,Bradford Deck Regular,Bradford,Lineto,"Zurich, Switzerland",Serif,Regular 400,Deck,Normal,Merriweather,0.85,0.8,0.58,0.5,0.72
81278,Bradford Deck Regular Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Regular 400,Deck,Normal,Merriweather,0.85,0.8,0.58,0.5,0.72
81279,Bradford Deck Condensed Regular,Bradford,Lineto,"Zurich, Switzerland",Serif,Regular 400,Deck,Condensed,Merriweather,0.85,0.8,0.58,0.5,0.45
81280,Bradford Deck Condensed Regular Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Regular 400,Deck,Condensed,Merriweather,0.85,0.8,0.58,0.5,0.45
81281,Bradford Deck Expanded Regular,Bradford,Lineto,"Zurich, Switzerland",Serif,Regular 400,Deck,Expanded,Merriweather,0.85,0.8,0.58,0.5,0.72
81282,Bradford Deck Expanded Regular Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Regular 400,Deck,Expanded,Merriweather,0.85,0.8,0.58,0.5,0.72
81283,Bradford Deck Medium,Bradford,Lineto,"Zurich, Switzerland",Serif,Medium 500,Deck,Normal,Merriweather,0.85,0.8,0.58,0.5,0.72
81284,Bradford Deck Medium Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Medium 500,Deck,Normal,Merriweather,0.85,0.8,0.58,0.5,0.72
81285,Bradford Deck Condensed Medium,Bradford,Lineto,"Zurich, Switzerland",Serif,Medium 500,Deck,Condensed,Merriweather,0.85,0.8,0.58,0.5,0.45
81286,Bradford Deck Condensed Medium Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Medium 500,Deck,Condensed,Merriweather,0.85,0.8,0.58,0.5,0.45
81287,Bradford Deck Expanded Medium,Bradford,Lineto,"Zurich, Switzerland",Serif,Medium 500,Deck,Expanded,Merriweather,0.85,0.8,0.58,0.5,0.72
81288,Bradford Deck Expanded Medium Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Medium 500,Deck,Expanded,Merriweather,0.85,0.8,0.58,0.5,0.72
81289,Bradford Deck SemiBold,Bradford,Lineto,"Zurich, Switzerland",Serif,SemiBold 600,Deck,Normal,Merriweather,0.85,0.8,0.58,0.85,0.72
81290,Bradford Deck SemiBold Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,SemiBold 600,Deck,Normal,Merriweather,0.85,0.8,0.58,0.85,0.72
81291,Bradford Deck Condensed SemiBold,Bradford,Lineto,"Zurich, Switzerland",Serif,SemiBold 600,Deck,Condensed,Merriweather,0.85,0.8,0.58,0.85,0.45
81292,Bradford Deck Condensed SemiBold Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,SemiBold 600,Deck,Condensed,Merriweather,0.85,0.8,0.58,0.85,0.45
81293,Bradford Deck Expanded SemiBold,Bradford,Lineto,"Zurich, Switzerland",Serif,SemiBold 600,Deck,Expanded,Merriweather,0.85,0.8,0.58,0.85,0.72
81294,Bradford Deck Expanded SemiBold Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,SemiBold 600,Deck,Expanded,Merriweather,0.85,0.8,0.58,0.85,0.72
81295,Bradford Deck Bold,Bradford,Lineto,"Zurich, Switzerland",Serif,Bold 700,Deck,Normal,Merriweather,0.85,0.8,0.58,0.85,0.72
81296,Bradford Deck Bold Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Bold 700,Deck,Normal,Merriweather,0.85,0.8,0.58,0.85,0.72
81297,Bradford Deck Condensed Bold,Bradford,Lineto,"Zurich, Switzerland",Serif,Bold 700,Deck,Condensed,Merriweather,0.85,0.8,0.58,0.85,0.45
81298,Bradford Deck Condensed Bold Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Bold 700,Deck,Condensed,Merriweather,0.85,0.8,0.58,0.85,0.45
81299,Bradford Deck Expanded Bold,Bradford,Lineto,"Zurich, Switzerland",Serif,Bold 700,Deck,Expanded,Merriweather,0.85,0.8,0.58,0.85,0.72
81300,Bradford Deck Expanded Bold Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Bold 700,Deck,Expanded,Merriweather,0.85,0.8,0.58,0.85,0.72
81301,Bradford Deck ExtraBold,Bradford,Lineto,"Zurich, Switzerland",Serif,ExtraBold 800,Deck,Normal,Merriweather,0.85,0.8,0.58,0.85,0.72
81302,Bradford Deck ExtraBold Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,ExtraBold 800,Deck,Normal,Merriweather,0.85,0.8,0.58,0.85,0.72
81303,Bradford Deck Condensed ExtraBold,Bradford,Lineto,"Zurich, Switzerland",Serif,ExtraBold 800,Deck,Condensed,Merriweather,0.85,0.8,0.58,0.85,0.45
81304,Bradford Deck Condensed ExtraBold Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,ExtraBold 800,Deck,Condensed,Merriweather,0.85,0.8,0.58,0.85,0.45
81305,Bradford Deck Expanded ExtraBold,Bradford,Lineto,"Zurich, Switzerland",Serif,ExtraBold 800,Deck,Expanded,Merriweather,0.85,0.8,0.58,0.85,0.72
81306,Bradford Deck Expanded ExtraBold Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,ExtraBold 800,Deck,Expanded,Merriweather,0.85,0.8,0.58,0.85,0.72
81307,Bradford Deck Black,Bradford,Lineto,"Zurich, Switzerland",Serif,Black 900,Deck,Normal,Merriweather,0.85,0.8,0.58,0.85,0.72
81308,Bradford Deck Black Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Black 900,Deck,Normal,Merriweather,0.85,0.8,0.58,0.85,0.72
81309,Bradford Deck Condensed Black,Bradford,Lineto,"Zurich, Switzerland",Serif,Black 900,Deck,Condensed,Merriweather,0.85,0.8,0.58,0.85,0.45
81310,Bradford Deck Condensed Black Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Black 900,Deck,Condensed,Merriweather,0.85,0.8,0.58,0.85,0.45
81311,Bradford Deck Expanded Black,Bradford,Lineto,"Zurich, Switzerland",Serif,Black 900,Deck,Expanded,Merriweather,0.85,0.8,0.58,0.85,0.72
81312,Bradford Deck Expanded Black Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Black 900,Deck,Expanded,Merriweather,0.85,0.8,0.58,0.85,0.72
81313,Bradford Banner Thin,Bradford,Lineto,"Zurich, Switzerland",Serif,Thin 100,Banner,Normal,Merriweather,0.85,0.8,0.58,0.15,0.72
81314,Bradford Banner Thin Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Thin 100,Banner,Normal,Merriweather,0.85,0.8,0.58,0.15,0.72
81315,Bradford Banner Condensed Thin,Bradford,Lineto,"Zurich, Switzerland",Serif,Thin 100,Banner,Condensed,Merriweather,0.85,0.8,0.58,0.15,0.45
81316,Bradford Banner Condensed Thin Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Thin 100,Banner,Condensed,Merriweather,0.85,0.8,0.58,0.15,0.45
81317,Bradford Banner Expanded Thin,Bradford,Lineto,"Zurich, Switzerland",Serif,Thin 100,Banner,Expanded,Merriweather,0.85,0.8,0.58,0.15,0.72
81318,Bradford Banner Expanded Thin Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Thin 100,Banner,Expanded,Merriweather,0.85,0.8,0.58,0.15,0.72
81319,Bradford Banner Light,Bradford,Lineto,"Zurich, Switzerland",Serif,Light 300,Banner,Normal,Merriweather,0.85,0.8,0.58,0.15,0.72
81320,Bradford Banner Light Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Light 300,Banner,Normal,Merriweather,0.85,0.8,0.58,0.15,0.72
81321,Bradford Banner Condensed Light,Bradford,Lineto,"Zurich, Switzerland",Serif,Light 300,Banner,Condensed,Merriweather,0.85,0.8,0.58,0.15,0.45
81322,Bradford Banner Condensed Light Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Light 300,Banner,Condensed,Merriweather,0.85,0.8,0.58,0.15,0.45
81323,Bradford Banner Expanded Light,Bradford,Lineto,"Zurich, Switzerland",Serif,Light 300,Banner,Expanded,Merriweather,0.85,0.8,0.58,0.15,0.72
81324,Bradford Banner Expanded Light Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Light 300,Banner,Expanded,Merriweather,0.85,0.8,0.58,0.15,0.72
81325,Bradford Banner Regular,Bradford,Lineto,"Zurich, Switzerland",Serif,Regular 400,Banner,Normal,Merriweather,0.85,0.8,0.58,0.5,0.72
81326,Bradford Banner Regular Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Regular 400,Banner,Normal,Merriweather,0.85,0.8,0.58,0.5,0.72
81327,Bradford Banner Condensed Regular,Bradford,Lineto,"Zurich, Switzerland",Serif,Regular 400,Banner,Condensed,Merriweather,0.85,0.8,0.58,0.5,0.45
81328,Bradford Banner Condensed Regular Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Regular 400,Banner,Condensed,Merriweather,0.85,0.8,0.58,0.5,0.45
81329,Bradford Banner Expanded Regular,Bradford,Lineto,"Zurich, Switzerland",Serif,Regular 400,Banner,Expanded,Merriweather,0.85,0.8,0.58,0.5,0.72
81330,Bradford Banner Expanded Regular Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Regular 400,Banner,Expanded,Merriweather,0.85,0.8,0.58,0.5,0.72
81331,Bradford Banner Medium,Bradford,Lineto,"Zurich, Switzerland",Serif,Medium 500,Banner,Normal,Merriweather,0.85,0.8,0.58,0.5,0.72
81332,Bradford Banner Medium Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Medium 500,Banner,Normal,Merriweather,0.85,0.8,0.58,0.5,0.72
81333,Bradford Banner Condensed Medium,Bradford,Lineto,"Zurich, Switzerland",Serif,Medium 500,Banner,Condensed,Merriweather,0.85,0.8,0.58,0.5,0.45
81334,Bradford Banner Condensed Medium Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Medium 500,Banner,Condensed,Merriweather,0.85,0.8,0.58,0.5,0.45
81335,Bradford Banner Expanded Medium,Bradford,Lineto,"Zurich, Switzerland",Serif,Medium 500,Banner,Expanded,Merriweather,0.85,0.8,0.58,0.5,0.72
81336,Bradford Banner Expanded Medium Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Medium 500,Banner,Expanded,Merriweather,0.85,0.8,0.58,0.5,0.72
81337,Bradford Banner SemiBold,Bradford,Lineto,"Zurich, Switzerland",Serif,SemiBold 600,Banner,Normal,Merriweather,0.85,0.8,0.58,0.85,0.72
81338,Bradford Banner SemiBold Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,SemiBold 600,Banner,Normal,Merriweather,0.85,0.8,0.58,0.85,0.72
81339,Bradford Banner Condensed SemiBold,Bradford,Lineto,"Zurich, Switzerland",Serif,SemiBold 600,Banner,Condensed,Merriweather,0.85,0.8,0.58,0.85,0.45
81340,Bradford Banner Condensed SemiBold Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,SemiBold 600,Banner,Condensed,Merriweather,0.85,0.8,0.58,0.85,0.45
81341,Bradford Banner Expanded SemiBold,Bradford,Lineto,"Zurich, Switzerland",Serif,SemiBold 600,Banner,Expanded,Merriweather,0.85,0.8,0.58,0.85,0.72
81342,Bradford Banner Expanded SemiBold Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,SemiBold 600,Banner,Expanded,Merriweather,0.85,0.8,0.58,0.85,0.72
81343,Bradford Banner Bold,Bradford,Lineto,"Zurich, Switzerland",Serif,Bold 700,Banner,Normal,Merriweather,0.85,0.8,0.58,0.85,0.72
81344,Bradford Banner Bold Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Bold 700,Banner,Normal,Merriweather,0.85,0.8,0.58,0.85,0.72
81345,Bradford Banner Condensed Bold,Bradford,Lineto,"Zurich, Switzerland",Serif,Bold 700,Banner,Condensed,Merriweather,0.85,0.8,0.58,0.85,0.45
81346,Bradford Banner Condensed Bold Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Bold 700,Banner,Condensed,Merriweather,0.85,0.8,0.58,0.85,0.45
81347,Bradford Banner Expanded Bold,Bradford,Lineto,"Zurich, Switzerland",Serif,Bold 700,Banner,Expanded,Merriweather,0.85,0.8,0.58,0.85,0.72
81348,Bradford Banner Expanded Bold Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Bold 700,Banner,Expanded,Merriweather,0.85,0.8,0.58,0.85,0.72
81349,Bradford Banner ExtraBold,Bradford,Lineto,"Zurich, Switzerland",Serif,ExtraBold 800,Banner,Normal,Merriweather,0.85,0.8,0.58,0.85,0.72
81350,Bradford Banner ExtraBold Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,ExtraBold 800,Banner,Normal,Merriweather,0.85,0.8,0.58,0.85,0.72
81351,Bradford Banner Condensed ExtraBold,Bradford,Lineto,"Zurich, Switzerland",Serif,ExtraBold 800,Banner,Condensed,Merriweather,0.85,0.8,0.58,0.85,0.45
81352,Bradford Banner Condensed ExtraBold Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,ExtraBold 800,Banner,Condensed,Merriweather,0.85,0.8,0.58,0.85,0.45
81353,Bradford Banner Expanded ExtraBold,Bradford,Lineto,"Zurich, Switzerland",Serif,ExtraBold 800,Banner,Expanded,Merriweather,0.85,0.8,0.58,0.85,0.72
81354,Bradford Banner Expanded ExtraBold Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,ExtraBold 800,Banner,Expanded,Merriweather,0.85,0.8,0.58,0.85,0.72
81355,Bradford Banner Black,Bradford,Lineto,"Zurich, Switzerland",Serif,Black 900,Banner,Normal,Merriweather,0.85,0.8,0.58,0.85,0.72
81356,Bradford Banner Black Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Black 900,Banner,Normal,Merriweather,0.85,0.8,0.58,0.85,0.72
81357,Bradford Banner Condensed Black,Bradford,Lineto,"Zurich, Switzerland",Serif,Black 900,Banner,Condensed,Merriweather,0.85,0.8,0.58,0.85,0.45
81358,Bradford Banner Condensed Black Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Black 900,Banner,Condensed,Merriweather,0.85,0.8,0.58,0.85,0.45
81359,Bradford Banner Expanded Black,Bradford,Lineto,"Zurich, Switzerland",Serif,Black 900,Banner,Expanded,Merriweather,0.85,0.8,0.58,0.85,0.72
81360,Bradford Banner Expanded Black Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Black 900,Banner,Expanded,Merriweather,0.85,0.8,0.58,0.85,0.72
81361,Bradford Caption Thin,Bradford,Lineto,"Zurich, Switzerland",Serif,Thin 100,Caption,Normal,Merriweather,0.85,0.8,0.7,0.15,0.72
81362,Bradford Caption Thin Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Thin 100,Caption,Normal,Merriweather,0.85,0.8,0.7,0.15,0.72
81363,Bradford Caption Condensed Thin,Bradford,Lineto,"Zurich, Switzerland",Serif,Thin 100,Caption,Condensed,Merriweather,0.85,0.8,0.7,0.15,0.45
81364,Bradford Caption Condensed Thin Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Thin 100,Caption,Condensed,Merriweather,0.85,0.8,0.7,0.15,0.45
81365,Bradford Caption Expanded Thin,Bradford,Lineto,"Zurich, Switzerland",Serif,Thin 100,Caption,Expanded,Merriweather,0.85,0.8,0.7,0.15,0.72
81366,Bradford Caption Expanded Thin Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Thin 100,Caption,Expanded,Merriweather,0.85,0.8,0.7,0.15,0.72
81367,Bradford Caption Light,Bradford,Lineto,"Zurich, Switzerland",Serif,Light 300,Caption,Normal,Merriweather,0.85,0.8,0.7,0.15,0.72
81368,Bradford Caption Light Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Light 300,Caption,Normal,Merriweather,0.85,0.8,0.7,0.15,0.72
81369,Bradford Caption Condensed Light,Bradford,Lineto,"Zurich, Switzerland",Serif,Light 300,Caption,Condensed,Merriweather,0.85,0.8,0.7,0.15,0.45
81370,Bradford Caption Condensed Light Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Light 300,Caption,Condensed,Merriweather,0.85,0.8,0.7,0.15,0.45
81371,Bradford Caption Expanded Light,Bradford,Lineto,"Zurich, Switzerland",Serif,Light 300,Caption,Expanded,Merriweather,0.85,0.8,0.7,0.15,0.72
81372,Bradford Caption Expanded Light Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Light 300,Caption,Expanded,Merriweather,0.85,0.8,0.7,0.15,0.72
81373,Bradford Caption Regular,Bradford,Lineto,"Zurich, Switzerland",Serif,Regular 400,Caption,Normal,Merriweather,0.85,0.8,0.7,0.5,0.72
81374,Bradford Caption Regular Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Regular 400,Caption,Normal,Merriweather,0.85,0.8,0.7,0.5,0.72
81375,Bradford Caption Condensed Regular,Bradford,Lineto,"Zurich, Switzerland",Serif,Regular 400,Caption,Condensed,Merriweather,0.85,0.8,0.7,0.5,0.45
81376,Bradford Caption Condensed Regular Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Regular 400,Caption,Condensed,Merriweather,0.85,0.8,0.7,0.5,0.45
81377,Bradford Caption Expanded Regular,Bradford,Lineto,"Zurich, Switzerland",Serif,Regular 400,Caption,Expanded,Merriweather,0.85,0.8,0.7,0.5,0.72
81378,Bradford Caption Expanded Regular Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Regular 400,Caption,Expanded,Merriweather,0.85,0.8,0.7,0.5,0.72
81379,Bradford Caption Medium,Bradford,Lineto,"Zurich, Switzerland",Serif,Medium 500,Caption,Normal,Merriweather,0.85,0.8,0.7,0.5,0.72
81380,Bradford Caption Medium Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Medium 500,Caption,Normal,Merriweather,0.85,0.8,0.7,0.5,0.72
81381,Bradford Caption Condensed Medium,Bradford,Lineto,"Zurich, Switzerland",Serif,Medium 500,Caption,Condensed,Merriweather,0.85,0.8,0.7,0.5,0.45
81382,Bradford Caption Condensed Medium Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Medium 500,Caption,Condensed,Merriweather,0.85,0.8,0.7,0.5,0.45
81383,Bradford Caption Expanded Medium,Bradford,Lineto,"Zurich, Switzerland",Serif,Medium 500,Caption,Expanded,Merriweather,0.85,0.8,0.7,0.5,0.72
81384,Bradford Caption Expanded Medium Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Medium 500,Caption,Expanded,Merriweather,0.85,0.8,0.7,0.5,0.72
81385,Bradford Caption SemiBold,Bradford,Lineto,"Zurich, Switzerland",Serif,SemiBold 600,Caption,Normal,Merriweather,0.85,0.8,0.7,0.85,0.72
81386,Bradford Caption SemiBold Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,SemiBold 600,Caption,Normal,Merriweather,0.85,0.8,0.7,0.85,0.72
81387,Bradford Caption Condensed SemiBold,Bradford,Lineto,"Zurich, Switzerland",Serif,SemiBold 600,Caption,Condensed,Merriweather,0.85,0.8,0.7,0.85,0.45
81388,Bradford Caption Condensed SemiBold Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,SemiBold 600,Caption,Condensed,Merriweather,0.85,0.8,0.7,0.85,0.45
81389,Bradford Caption Expanded SemiBold,Bradford,Lineto,"Zurich, Switzerland",Serif,SemiBold 600,Caption,Expanded,Merriweather,0.85,0.8,0.7,0.85,0.72
81390,Bradford Caption Expanded SemiBold Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,SemiBold 600,Caption,Expanded,Merriweather,0.85,0.8,0.7,0.85,0.72
81391,Bradford Caption Bold,Bradford,Lineto,"Zurich, Switzerland",Serif,Bold 700,Caption,Normal,Merriweather,0.85,0.8,0.7,0.85,0.72
81392,Bradford Caption Bold Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Bold 700,Caption,Normal,Merriweather,0.85,0.8,0.7,0.85,0.72
81393,Bradford Caption Condensed Bold,Bradford,Lineto,"Zurich, Switzerland",Serif,Bold 700,Caption,Condensed,Merriweather,0.85,0.8,0.7,0.85,0.45
81394,Bradford Caption Condensed Bold Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Bold 700,Caption,Condensed,Merriweather,0.85,0.8,0.7,0.85,0.45
81395,Bradford Caption Expanded Bold,Bradford,Lineto,"Zurich, Switzerland",Serif,Bold 700,Caption,Expanded,Merriweather,0.85,0.8,0.7,0.85,0.72
